ID,story,text
69614,story14,Yet still can I say therewith the truth - to dissemblers!
69615,story14,Bad air is always about you and your repasts:
69616,story14,Dare only to believe in yourselves -
69617,story14,in yourselves and in your inward parts!
69618,story14,He who doth not believe in himself always lieth.
69619,story14,"A God's mask have ye hung in front of you, ye"
69620,story14,"Verily ye deceive, ye"
69621,story14,"""contemplative ones!"""
69622,story14,he did not divine the serpent's coil with which it was stuffed.
69623,story14,No better arts did I once dream of than your arts!
69624,story14,"But I came NIGH unto you: then came to me the day, -"
69625,story14,"and now cometh it to you, -"
69626,story14,at an end is the moon's love affair!
69627,story14,Surprised and pale doth it stand - before the rosy dawn!
69628,story14,"For already she cometh, the glowing one, -"
69629,story14,HER love to the earth cometh!
69630,story14,"Innocence and creative desire, is all solar love!"
69631,story14,Do ye not feel the thirst and the hot breath of her love?
69632,story14,"At the sea would she suck, and drink its depths to her height:"
69633,story14,now riseth the desire of the sea with its thousand breasts.
69634,story14,Kissed and sucked WOULD it be by the thirst of the sun;
69635,story14,"vapour WOULD it become, and height, and path of light, and light itself!"
69636,story14,And this meaneth TO ME knowledge: all that is deep shall ascend -
69637,story14,to my height!
69638,story14,Thus spake Zarathustra.
69639,story14,"it ate, and said thereby:"
69640,story14,Zarathustra is no longer a scholar.
69641,story14,"It said this, and went away clumsily and proudly."
69642,story14,"I like to lie here where the children play, beside the ruined wall, among thistles and red poppies."
69643,story14,"A scholar am I still to the children, and also to the thistles and red poppies."
69644,story14,"Innocent are they, even in their wickedness."
69645,story14,But to the sheep I am no longer a scholar: so willeth my lot -
69646,story14,blessings upon it!
69647,story14,For this is the truth:
69648,story14,"I have departed from the house of the scholars, and the door have I also slammed behind me."
69649,story14,Too long did my soul sit hungry at their table:
69650,story14,"Freedom do I love, and the air over fresh soil;"
69651,story14,I am too hot and scorched with mine own thought:
69652,story14,often is it ready to take away my breath.
69653,story14,"Then have I to go into the open air, and away from all dusty rooms."
69654,story14,But they sit cool in the cool shade:
69655,story14,Like those who stand in the street and gape at the passers-by:
69656,story14,"thus do they also wait, and gape at the thoughts which others have thought."
69657,story14,"but who would divine that their dust came from corn, and from the yellow delight of the summer fields?"
69658,story14,"When they give themselves out as wise, then do their petty sayings and truths chill me:"
69659,story14,in their wisdom there is often an odour as if it came from the swamp;
69660,story14,"and verily, I have even heard the frog croak in it!"
69661,story14,they have dexterous fingers:
69662,story14,what doth MY simplicity pretend to beside their multiplicity!
69663,story14,All threading and knitting and weaving do their fingers understand:
69664,story14,thus do they make the hose of the spirit!
69665,story14,Good clockworks are they: only be careful to wind them up properly!
69666,story14,"Then do they indicate the hour without mistake, and make a modest noise thereby."
69667,story14,throw only seed-corn unto them!
69668,story14,"they know well how to grind corn small, and make white dust out of it."
69669,story14,"They keep a sharp eye on one another, and do not trust each other the best."
69670,story14,"Ingenious in little artifices, they wait for those whose knowledge walketh on lame feet, -"
69671,story14,like spiders do they wait.
69672,story14,I saw them always prepare their poison with precaution;
69673,story14,and always did they put glass gloves on their fingers in doing so.
69674,story14,They also know how to play with false dice;
69675,story14,"and so eagerly did I find them playing, that they perspired thereby."
69676,story14,"We are alien to each other, and their virtues are even more repugnant to my taste than their falsehoods and false dice."
69677,story14,"And when I lived with them, then did I live above them."
69678,story14,Therefore did they take a dislike to me.
69679,story14,They want to hear nothing of any one walking above their heads;
69680,story14,and so they put wood and earth and rubbish betwixt me and their heads.
69681,story14,Thus did they deafen the sound of my tread:
69682,story14,and least have I hitherto been heard by the most learned.
69683,story14,"""false ceiling"""
69684,story14,in their houses.
69685,story14,But nevertheless I walk with my thoughts ABOVE their heads;
69686,story14,For men are NOT equal: so speaketh justice.
69687,story14,"And what I will, THEY may not will!"
69688,story14,Thus spake Zarathustra.
69689,story14,said Zarathustra to one of his disciples -
69690,story14,the spirit hath only been to me symbolically spirit;
69691,story14,"answered the disciple,"
69692,story14,"""Why?"""
69693,story14,said Zarathustra.
69694,story14,Thou askest why?
69695,story14,Is my experience but of yesterday?
69696,story14,It is long ago that I experienced the reasons for mine opinions.
69697,story14,"Should I not have to be a cask of memory, if I also wanted to have my reasons with me?"
69698,story14,It is already too much for me even to retain mine opinions;
69699,story14,and many a bird flieth away.
69700,story14,But what did Zarathustra once say unto thee?
69701,story14,That the poets lie too much?
69702,story14,But Zarathustra also is a poet.
69703,story14,Believest thou that he there spake the truth?
69704,story14,Why dost thou believe it?
69705,story14,The disciple answered:
69706,story14,I believe in Zarathustra.
69707,story14,But Zarathustra shook his head and smiled.
69708,story14,"Belief doth not sanctify me, said he, least of all the belief in myself."
69709,story14,he was right -
69710,story14,WE do lie too much.
69711,story14,"We also know too little, and are bad learners:"
69712,story14,so we are obliged to lie.
69713,story14,And which of us poets hath not adulterated his wine?
69714,story14,many an indescribable thing hath there been done.
69715,story14,"And because we know little, therefore are we pleased from the heart with the poor in spirit, especially when they are young women!"
69716,story14,"And even of those things are we desirous, which old women tell one another in the evening."
69717,story14,This do we call the eternally feminine in us.
69718,story14,"This, however, do all poets believe:"
69719,story14,"that whoever pricketh up his ears when lying in the grass or on lonely slopes, learneth something of the things that are betwixt heaven and earth."
69720,story14,"And if there come unto them tender emotions, then do the poets always think that nature herself is in love with them:"
69721,story14,"And that she stealeth to their ear to whisper secrets into it, and amorous flatteries:"
69722,story14,"of this do they plume and pride themselves, before all mortals!"
69723,story14,And especially ABOVE the heavens:
69724,story14,"Verily, ever are we drawn aloft -"
69725,story14,"that is, to the realm of the clouds:"
69726,story14,"on these do we set our gaudy puppets, and then call them Gods and Supermen:"
